ID,time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_mid (%),cloud_cover_low (%),visibility (m),evapotranspiration (mm),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (m/s),wind_speed_80m (m/s),wind_speed_120m (m/s),wind_speed_180m (m/s),wind_direction_10m (°),wind_direction_80m (°),wind_direction_120m (°),wind_direction_180m (°),wind_gusts_10m (m/s),temperature_80m (°C),temperature_120m (°C),temperature_180m (°C),cloud_cover_high (%),uv_index (),uv_index_clear_sky (),sunshine_duration (s),wet_bulb_temperature_2m (°C),freezing_level_height (m),boundary_layer_height (m),region,weather_category,precipitation_probability (%)
region 1_2025-11-21_18,2025-11-21 18:00:00,23.4,84.0,20.6,26.1,0.0,0.0,0.0,0.0,0.0,3.0,1010.1,967.2,100.0,88.0,49.0,3920.0,0.08,0.06,0.46,2.82,4.44,4.85,5.47,276.0,278.0,278.0,279.0,7.3,22.8,22.2,21.5,100.0,0.55,1.25,0.0,21.3,5110.0,225.0,region 1,Thunderstorm no hail,53
region 2_2025-11-21_18,2025-11-21 18:00:00,26.3,83.0,23.2,31.0,0.1,0.0,0.1,0.0,0.0,3.0,1009.2,1002.9,,96.0,73.0,5640.0,0.07,0.06,0.58,,2.73,3.09,3.4,242.0,242.0,241.0,242.0,8.4,25.2,24.5,23.7,100.0,0.6,1.3,0.0,24.0,5200.0,505.0,region 2,Rain shower slight,78
region 3_2025-11-21_18,2025-11-21 18:00:00,26.8,83.0,23.7,31.4,0.1,0.0,0.1,0.0,0.0,3.0,1008.8,996.3,100.0,60.0,56.0,6320.0,0.12,0.08,0.6,2.6,4.1,4.57,4.95,254.0,257.0,260.0,262.0,6.3,26.0,25.4,24.6,100.0,0.1,1.2,0.0,24.5,5080.0,245.0,region 3,Thunderstorm no hail,65
region 4_2025-11-21_18,2025-11-21 18:00:00,24.9,88.0,22.8,28.1,0.6,0.0,0.6,0.0,0.0,80.0,1009.0,990.7,100.0,67.0,51.0,10440.0,0.09,0.06,0.38,4.19,6.76,7.42,7.95,237.0,241.0,244.0,249.0,8.9,24.2,23.7,23.0,100.0,0.95,1.2,0.0,23.3,5050.0,460.0,region 4,Thunderstorm no hail,50
region 5_2025-11-21_18,2025-11-21 18:00:00,26.3,87.0,24.0,30.8,1.2,0.0,1.2,0.0,0.0,95.0,1008.6,1003.2,100.0,57.0,63.0,6820.0,0.12,0.07,0.44,3.1,5.0,5.3,5.67,255.0,258.0,259.0,261.0,7.3,25.5,24.8,24.0,100.0,0.4,1.25,0.0,24.6,5060.0,385.0,region 5,Thunderstorm no hail,65
region 6_2025-11-21_18,2025-11-21 18:00:00,26.9,86.0,24.4,30.8,2.1,0.0,2.1,0.0,0.0,95.0,1008.5,1006.1,100.0,61.0,76.0,6320.0,0.15,0.08,0.5,4.77,5.76,5.85,5.94,280.0,278.0,278.0,277.0,7.7,25.8,25.1,24.2,100.0,0.85,1.25,,25.0,5070.0,495.0,region 6,Thunderstorm no hail,65
region 7_2025-11-21_18,2025-11-21 18:00:00,27.9,83.0,24.8,32.8,0.4,0.0,0.4,0.0,0.0,80.0,1008.7,1001.1,,70.0,77.0,5800.0,0.1,0.08,0.64,3.21,5.11,5.41,5.71,275.0,273.0,273.0,273.0,8.0,27.0,26.3,25.4,100.0,0.2,1.25,0.0,25.6,5070.0,305.0,region 7,Rain shower slight,53
region 8_2025-11-21_18,2025-11-21 18:00:00,26.2,86.0,23.7,29.7,0.2,0.0,0.2,0.0,0.0,3.0,1008.5,997.3,,49.0,48.0,7420.0,0.12,0.08,0.48,4.7,7.32,7.96,8.65,232.0,235.0,237.0,240.0,9.2,25.4,24.8,24.0,100.0,0.85,,0.0,24.4,5080.0,490.0,region 8,Thunderstorm no hail,68
region 1_2025-11-21_19,2025-11-21 19:00:00,23.0,85.0,20.4,25.7,0.0,0.0,0.0,0.0,0.0,3.0,1011.0,968.0,,94.0,48.0,10320.0,0.05,0.04,0.42,2.65,4.3,4.73,5.24,281.0,282.0,283.0,283.0,6.5,22.6,22.0,21.3,100.0,0.05,,0.0,21.1,5130.0,265.0,region 1,Thunderstorm no hail,38
region 2_2025-11-21_19,2025-11-21 19:00:00,25.8,85.0,23.1,30.9,0.1,0.0,0.1,0.0,0.0,3.0,1010.2,1003.9,100.0,100.0,81.0,5600.0,0.04,0.03,0.5,0.98,1.79,2.24,2.73,246.0,243.0,243.0,242.0,6.6,25.0,24.3,23.5,100.0,0.1,0.15,0.0,23.8,5230.0,160.0,region 2,Rain shower slight,75
region 3_2025-11-21_19,2025-11-21 19:00:00,26.1,,23.6,31.0,0.0,0.0,0.0,0.0,0.0,3.0,1009.7,997.1,100.0,59.0,45.0,6420.0,0.06,0.03,0.47,,3.71,4.5,5.2,264.0,267.0,270.0,272.0,4.9,25.6,25.0,24.3,100.0,0.0,0.1,0.0,24.3,5110.0,325.0,region 3,Thunderstorm no hail,53
region 4_2025-11-21_19,2025-11-21 19:00:00,24.7,,22.7,28.0,0.0,0.0,0.0,0.0,0.0,3.0,1009.9,991.6,100.0,100.0,41.0,10180.0,0.05,0.04,0.34,3.71,5.96,6.58,7.98,243.0,247.0,250.0,258.0,8.2,24.1,23.5,22.9,100.0,0.05,0.1,0.0,23.2,5060.0,395.0,region 4,Thunderstorm no hail,45
region 5_2025-11-21_19,2025-11-21 19:00:00,25.7,,23.9,30.5,0.3,0.0,0.3,0.0,0.0,80.0,1009.5,1004.1,100.0,53.0,46.0,6420.0,0.05,0.03,0.33,2.33,4.43,5.3,6.2,260.0,264.0,268.0,269.0,5.8,25.1,24.5,23.8,100.0,0.05,0.1,0.0,24.3,5100.0,365.0,region 5,Thunderstorm no hail,53
region 6_2025-11-21_19,2025-11-21 19:00:00,27.0,86.0,24.4,31.0,1.6,0.0,1.6,0.0,0.0,95.0,1009.4,1007.0,100.0,66.0,75.0,6420.0,0.14,0.05,0.5,4.46,5.26,5.55,5.71,286.0,284.0,284.0,281.0,7.7,25.8,25.1,24.3,100.0,0.05,0.15,0.0,25.1,5090.0,280.0,region 6,Thunderstorm no hail,53
region 7_2025-11-21_19,2025-11-21 19:00:00,27.2,86.0,24.7,32.2,0.2,0.0,0.2,0.0,0.0,80.0,1009.6,1001.9,100.0,70.0,72.0,6400.0,0.06,0.04,0.5,2.82,4.59,5.15,5.68,293.0,290.0,288.0,284.0,7.3,26.4,25.8,25.0,100.0,0.0,,0.0,25.3,5220.0,265.0,region 7,Rain shower slight,58
region 8_2025-11-21_19,2025-11-21 19:00:00,25.8,89.0,23.9,29.7,0.0,0.0,0.0,0.0,0.0,3.0,1009.5,998.3,100.0,54.0,46.0,13140.0,0.06,0.04,0.37,4.2,6.69,7.41,8.72,232.0,235.0,238.0,245.0,8.3,25.1,24.5,23.9,100.0,0.05,0.1,0.0,24.4,5080.0,460.0,region 8,Thunderstorm no hail,58
region 1_2025-11-21_20,2025-11-21 20:00:00,22.8,84.0,20.0,25.3,0.0,0.0,0.0,0.0,0.0,3.0,1011.3,968.3,100.0,61.0,42.0,16800.0,0.04,0.01,0.44,,4.3,4.81,5.34,279.0,282.0,282.0,283.0,6.1,22.5,22.0,21.3,100.0,0.0,0.0,0.0,20.8,5070.0,225.0,region 1,Thunderstorm no hail,28
region 2_2025-11-21_20,2025-11-21 20:00:00,25.4,87.0,23.1,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,1004.2,100.0,91.0,81.0,5020.0,0.02,0.0,0.42,0.78,1.25,1.46,1.91,320.0,299.0,286.0,276.0,4.4,24.5,23.9,23.1,100.0,0.0,,,23.7,5180.0,75.0,region 2,Rain shower slight,80
region 3_2025-11-21_20,2025-11-21 20:00:00,25.7,87.0,23.4,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1010.1,997.5,100.0,84.0,68.0,10320.0,0.03,0.0,0.43,1.81,3.54,4.46,5.49,276.0,278.0,279.0,280.0,4.0,25.3,24.7,24.0,100.0,0.0,0.0,0.0,24.0,5080.0,220.0,region 3,Thunderstorm no hail,40
region 4_2025-11-21_20,2025-11-21 20:00:00,24.4,,22.2,27.4,0.1,0.1,0.0,0.0,0.0,61.0,1010.1,991.7,100.0,96.0,43.0,16500.0,0.05,0.01,0.37,3.86,6.24,6.96,8.45,249.0,254.0,258.0,264.0,7.7,23.8,23.3,22.7,100.0,0.0,0.0,0.0,22.8,5060.0,385.0,region 4,Thunderstorm no hail,33
region 5_2025-11-21_20,2025-11-21 20:00:00,25.3,91.0,23.7,30.2,0.0,0.0,0.0,0.0,0.0,3.0,1009.8,1004.4,100.0,51.0,57.0,24140.0,0.03,0.0,0.29,2.1,4.51,5.53,6.55,273.0,274.0,276.0,277.0,4.3,24.9,24.4,23.6,100.0,0.0,0.0,0.0,24.1,5080.0,185.0,region 5,Thunderstorm no hail,40
region 6_2025-11-21_20,2025-11-21 20:00:00,26.4,87.0,24.1,30.0,0.8,0.0,0.7,0.0,0.0,80.0,1009.8,1007.4,,63.0,72.0,10320.0,0.14,0.03,0.45,,5.8,5.97,6.16,285.0,285.0,284.0,283.0,7.5,25.3,24.6,23.7,100.0,0.0,0.0,0.0,24.7,5080.0,190.0,region 6,Thunderstorm no hail,40
region 7_2025-11-21_20,2025-11-21 20:00:00,26.8,88.0,24.7,31.9,0.0,0.0,0.0,0.0,0.0,3.0,1010.0,1002.3,100.0,58.0,79.0,6960.0,0.04,0.01,0.42,2.69,4.43,5.05,5.64,301.0,298.0,297.0,295.0,5.1,26.0,25.3,24.6,100.0,0.0,0.0,0.0,25.2,5200.0,75.0,region 7,Rain shower slight,63
region 8_2025-11-21_20,2025-11-21 20:00:00,25.4,90.0,23.6,29.1,0.1,0.1,0.0,0.0,0.0,61.0,1009.7,998.5,100.0,51.0,42.0,14140.0,0.04,0.01,0.32,4.08,6.72,7.69,9.24,234.0,240.0,244.0,250.0,7.3,24.8,24.2,23.6,100.0,0.0,,,24.1,5070.0,490.0,region 8,Thunderstorm no hail,48
region 1_2025-11-21_21,2025-11-21 21:00:00,22.6,,20.0,25.2,0.0,0.0,0.0,0.0,0.0,3.0,1012.1,969.0,100.0,63.0,43.0,18420.0,0.04,0.01,0.41,2.47,4.32,4.75,5.36,284.0,283.0,285.0,284.0,6.1,22.5,22.0,21.3,100.0,0.0,0.0,0.0,20.7,5100.0,120.0,region 1,Thunderstorm no hail,8
region 2_2025-11-21_21,2025-11-21 21:00:00,25.2,89.0,23.2,30.4,0.0,0.0,0.0,0.0,0.0,3.0,1011.3,1005.0,100.0,91.0,78.0,9500.0,0.02,0.0,0.35,0.73,0.99,1.14,1.39,344.0,315.0,308.0,291.0,3.5,24.4,23.8,23.0,100.0,0.0,0.0,0.0,23.7,5150.0,60.0,region 2,Rain shower slight,88
region 3_2025-11-21_21,2025-11-21 21:00:00,25.6,86.0,23.1,30.3,0.0,0.0,0.0,0.0,0.0,3.0,1010.9,998.3,100.0,83.0,69.0,20400.0,0.03,0.0,0.46,1.71,3.42,4.14,5.28,277.0,277.0,278.0,280.0,3.8,25.3,24.6,24.0,100.0,0.0,0.0,0.0,23.8,5080.0,150.0,region 3,Thunderstorm no hail,30
region 4_2025-11-21_21,2025-11-21 21:00:00,24.3,86.0,21.8,27.1,0.1,0.1,0.0,0.0,0.0,61.0,1010.9,992.5,100.0,95.0,30.0,24140.0,0.05,0.02,0.43,3.83,6.38,7.2,8.63,250.0,256.0,260.0,265.0,8.1,23.9,23.4,22.9,100.0,0.0,0.0,0.0,22.5,5070.0,300.0,region 4,Thunderstorm no hail,35
region 5_2025-11-21_21,2025-11-21 21:00:00,25.2,91.0,23.6,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1010.6,1005.2,100.0,79.0,75.0,24140.0,0.02,0.0,0.29,2.0,4.3,5.22,6.14,270.0,273.0,275.0,277.0,3.8,24.9,24.3,23.5,100.0,0.0,0.0,0.0,24.0,5070.0,210.0,region 5,Thunderstorm no hail,30
region 6_2025-11-21_21,2025-11-21 21:00:00,26.3,88.0,24.1,30.2,0.6,0.0,0.6,0.0,0.0,80.0,1010.6,1008.2,100.0,67.0,80.0,20400.0,0.15,0.02,0.41,,5.13,5.31,5.5,291.0,291.0,290.0,289.0,7.9,25.1,24.4,23.6,100.0,0.0,0.0,0.0,24.7,5180.0,210.0,region 6,Thunderstorm no hail,30
region 7_2025-11-21_21,2025-11-21 21:00:00,26.7,89.0,24.7,32.0,0.0,0.0,0.0,0.0,0.0,3.0,1010.7,1003.0,100.0,69.0,79.0,12840.0,0.03,0.0,0.38,2.36,3.97,4.8,5.42,306.0,304.0,301.0,300.0,4.9,26.0,25.4,24.7,100.0,0.0,0.0,0.0,25.2,5190.0,35.0,region 7,Rain shower slight,45
region 8_2025-11-21_21,2025-11-21 21:00:00,25.3,89.0,23.4,28.9,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,999.2,,74.0,33.0,23660.0,0.04,0.01,0.36,4.1,6.8,8.06,9.52,236.0,242.0,247.0,253.0,7.3,24.8,24.3,23.8,100.0,0.0,0.0,0.0,23.9,5080.0,425.0,region 8,Thunderstorm no hail,30
region 1_2025-11-21_22,2025-11-21 22:00:00,22.6,85.0,19.9,25.2,0.0,0.0,0.0,0.0,0.0,3.0,1012.4,969.3,100.0,67.0,49.0,17000.0,0.03,0.0,0.41,2.26,3.93,4.44,4.97,283.0,285.0,284.0,285.0,5.8,22.5,22.0,21.3,100.0,0.0,0.0,0.0,20.7,5120.0,35.0,region 1,Thunderstorm no hail,3
region 2_2025-11-21_22,2025-11-21 22:00:00,25.0,90.0,23.3,30.3,0.0,0.0,0.0,0.0,0.0,3.0,1011.6,1005.2,100.0,70.0,81.0,19060.0,0.02,0.0,0.32,0.72,1.2,1.36,1.62,326.0,318.0,306.0,292.0,3.5,24.3,23.6,22.9,100.0,0.0,0.0,0.0,23.7,5070.0,95.0,region 2,Rain shower slight,85
region 3_2025-11-21_22,2025-11-21 22:00:00,25.5,,23.2,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1011.2,998.6,,55.0,78.0,24140.0,0.03,0.0,0.43,1.3,2.92,3.63,4.57,274.0,276.0,278.0,280.0,3.5,25.1,24.5,23.9,100.0,0.0,0.0,0.0,23.8,5080.0,125.0,region 3,Thunderstorm no hail,38
region 4_2025-11-21_22,2025-11-21 22:00:00,24.2,85.0,21.5,26.9,0.0,0.0,0.0,0.0,0.0,3.0,1011.2,992.8,100.0,64.0,36.0,23960.0,0.05,0.02,0.45,3.77,6.38,7.32,8.84,248.0,256.0,260.0,265.0,8.1,24.0,23.5,23.0,100.0,0.0,0.0,0.0,22.2,5070.0,285.0,region 4,Thunderstorm no hail,28
region 5_2025-11-21_22,2025-11-21 22:00:00,25.1,91.0,23.5,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1010.9,1005.5,100.0,81.0,83.0,24140.0,0.03,0.0,0.29,,3.71,4.53,5.46,270.0,273.0,276.0,278.0,3.7,24.7,24.1,23.4,100.0,0.0,0.0,0.0,23.9,5070.0,200.0,region 5,Thunderstorm no hail,38
region 6_2025-11-21_22,2025-11-21 22:00:00,26.1,89.0,24.2,30.1,0.6,0.0,0.6,0.0,0.0,80.0,1010.9,1008.5,100.0,79.0,76.0,24140.0,0.14,0.02,0.37,4.22,4.85,5.07,5.26,292.0,292.0,292.0,291.0,7.5,24.9,24.2,23.4,100.0,0.0,0.0,0.0,24.7,5180.0,190.0,region 6,Thunderstorm no hail,38
region 7_2025-11-21_22,2025-11-21 22:00:00,26.5,89.0,24.5,31.8,0.0,0.0,0.0,0.0,0.0,3.0,1011.0,1003.3,100.0,65.0,75.0,24140.0,0.03,0.0,0.38,,3.94,4.79,5.46,302.0,300.0,299.0,298.0,4.2,25.9,25.4,24.8,100.0,0.0,0.0,0.0,25.0,5180.0,40.0,region 7,Rain shower slight,38
region 8_2025-11-21_22,2025-11-21 22:00:00,25.1,88.0,23.0,28.6,0.0,0.0,0.0,0.0,0.0,3.0,1010.8,999.5,100.0,83.0,33.0,24140.0,0.04,0.02,0.38,,6.94,8.19,9.65,234.0,242.0,246.0,253.0,7.1,24.8,24.3,23.8,100.0,0.0,0.0,0.0,23.6,5080.0,355.0,region 8,Thunderstorm no hail,23
region 1_2025-11-21_23,2025-11-21 23:00:00,22.4,86.0,20.0,25.1,0.0,0.0,0.0,0.0,0.0,3.0,1012.6,969.5,100.0,70.0,47.0,19380.0,0.03,0.0,0.38,2.16,3.83,4.24,4.78,283.0,285.0,285.0,286.0,5.2,22.4,21.9,21.2,100.0,0.0,0.0,0.0,20.6,5120.0,25.0,region 1,Thunderstorm no hail,5
region 2_2025-11-21_23,2025-11-21 23:00:00,24.9,91.0,23.3,30.2,0.0,0.0,0.0,0.0,0.0,3.0,1011.7,1005.3,,53.0,72.0,12040.0,0.02,0.0,0.28,0.76,1.3,1.42,1.61,337.0,328.0,321.0,300.0,3.4,24.1,23.5,22.7,100.0,0.0,0.0,0.0,23.7,5030.0,110.0,region 2,Rain shower slight,88
region 3_2025-11-21_23,2025-11-21 23:00:00,25.5,87.0,23.2,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1011.4,998.8,,62.0,78.0,23720.0,0.02,0.0,0.42,1.12,2.52,3.14,4.28,280.0,277.0,279.0,281.0,2.8,25.1,24.5,23.9,100.0,0.0,,0.0,23.8,5080.0,95.0,region 3,Thunderstorm no hail,23
region 4_2025-11-21_23,2025-11-21 23:00:00,24.3,84.0,21.4,27.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.4,993.0,100.0,64.0,46.0,18020.0,0.05,0.02,0.48,3.55,6.18,7.1,8.63,248.0,256.0,260.0,265.0,7.9,24.0,23.5,23.1,100.0,0.0,,0.0,22.2,5070.0,310.0,region 4,Thunderstorm no hail,25
region 5_2025-11-21_23,2025-11-21 23:00:00,25.1,,23.5,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.1,1005.7,,58.0,68.0,18800.0,0.02,0.0,0.29,1.7,3.6,4.51,5.33,273.0,272.0,274.0,276.0,3.3,24.6,24.0,23.3,100.0,0.0,0.0,,23.9,5090.0,110.0,region 5,Thunderstorm no hail,23
region 6_2025-11-21_23,2025-11-21 23:00:00,26.0,89.0,24.1,30.1,0.6,0.0,0.6,0.0,0.0,80.0,1011.1,1008.7,100.0,72.0,82.0,23720.0,0.14,0.01,0.37,3.98,4.39,4.61,4.88,295.0,294.0,294.0,293.0,7.2,24.8,24.1,23.3,100.0,0.0,0.0,0.0,24.6,5160.0,225.0,region 6,Thunderstorm no hail,23
region 7_2025-11-21_23,2025-11-21 23:00:00,26.5,89.0,24.5,31.9,0.0,0.0,0.0,0.0,0.0,3.0,1011.1,1003.4,100.0,73.0,76.0,16880.0,0.03,0.0,0.38,1.94,3.58,4.43,5.1,305.0,300.0,298.0,298.0,4.0,26.0,25.5,25.0,100.0,0.0,0.0,0.0,25.0,5160.0,20.0,region 7,Rain shower slight,38
region 8_2025-11-21_23,2025-11-21 23:00:00,25.2,87.0,22.9,28.6,0.0,0.0,0.0,0.0,0.0,3.0,1011.0,999.7,100.0,57.0,37.0,24140.0,0.04,0.02,0.42,3.8,6.8,8.1,9.65,235.0,242.0,246.0,253.0,6.9,24.8,24.3,23.9,100.0,0.0,,0.0,23.5,5080.0,365.0,region 8,Thunderstorm no hail,18
region 1_2025-11-22_00,2025-11-22 00:00:00,22.4,85.0,19.8,25.1,0.0,0.0,0.0,0.0,0.0,3.0,1012.2,969.1,100.0,70.0,47.0,18220.0,0.03,0.0,0.41,1.99,3.67,3.98,4.59,288.0,287.0,288.0,286.0,4.9,22.4,21.9,21.2,100.0,0.0,0.0,0.0,20.5,5090.0,35.0,region 1,Clouds forming,10
region 2_2025-11-22_00,2025-11-22 00:00:00,24.8,91.0,23.2,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.3,1004.9,,52.0,75.0,9000.0,0.02,0.0,0.28,0.85,1.39,1.5,1.66,339.0,330.0,323.0,303.0,3.5,23.9,23.3,22.7,100.0,0.0,0.0,0.0,23.6,5020.0,135.0,region 2,Fog or ice fog,83
region 3_2025-11-22_00,2025-11-22 00:00:00,25.4,88.0,23.3,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1010.9,998.3,100.0,69.0,80.0,18920.0,0.02,0.0,0.39,1.0,2.43,2.96,4.08,276.0,279.0,282.0,281.0,2.5,25.0,24.4,23.8,100.0,0.0,0.0,0.0,23.8,5090.0,125.0,region 3,Clouds forming,28
region 4_2025-11-22_00,2025-11-22 00:00:00,24.2,,21.3,26.8,0.0,0.0,0.0,0.0,0.0,3.0,1010.9,992.5,100.0,65.0,61.0,18580.0,0.05,0.02,0.48,,6.26,7.09,8.62,248.0,257.0,261.0,266.0,7.6,24.0,23.5,23.0,100.0,0.0,0.0,0.0,22.1,5060.0,335.0,region 4,Clouds forming,25
region 5_2025-11-22_00,2025-11-22 00:00:00,25.0,91.0,23.4,29.9,0.0,0.0,0.0,0.0,0.0,3.0,1010.6,1005.2,100.0,70.0,64.0,10760.0,0.02,0.0,0.28,1.5,3.21,4.23,5.06,274.0,275.0,277.0,279.0,3.2,24.5,24.0,23.4,100.0,0.0,0.0,0.0,23.8,5100.0,170.0,region 5,Clouds forming,28
region 6_2025-11-22_00,2025-11-22 00:00:00,26.0,89.0,24.0,30.0,0.5,0.0,0.5,0.0,0.0,80.0,1010.6,1008.2,100.0,76.0,82.0,18920.0,0.14,0.01,0.37,4.05,4.58,4.72,5.02,303.0,302.0,302.0,301.0,7.0,24.8,24.1,23.2,100.0,0.0,0.0,0.0,24.5,5150.0,245.0,region 6,Thunderstorm no hail,28
region 7_2025-11-22_00,2025-11-22 00:00:00,26.5,89.0,24.5,31.9,0.0,0.0,0.0,0.0,0.0,3.0,1010.7,1003.0,100.0,89.0,69.0,17020.0,0.03,0.0,0.38,1.8,3.36,4.25,4.94,304.0,300.0,300.0,302.0,3.4,26.1,25.6,25.1,100.0,0.0,0.0,,25.0,5160.0,40.0,region 7,Clouds forming,35
region 8_2025-11-22_00,2025-11-22 00:00:00,25.1,86.0,22.6,28.4,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,999.2,100.0,51.0,51.0,24140.0,0.04,0.02,0.45,3.74,6.84,8.02,9.56,236.0,243.0,247.0,254.0,6.7,24.7,24.3,23.9,100.0,0.0,0.0,0.0,23.2,5070.0,365.0,region 8,Clouds forming,20
region 1_2025-11-22_01,2025-11-22 01:00:00,22.4,,19.7,25.1,0.0,0.0,0.0,0.0,0.0,3.0,1011.4,968.3,100.0,69.0,47.0,14820.0,0.03,0.0,0.41,1.9,3.45,3.86,4.4,288.0,287.0,287.0,287.0,4.6,22.4,21.9,21.2,100.0,0.0,0.0,0.0,20.5,5090.0,55.0,region 1,Clouds forming,8
region 2_2025-11-22_01,2025-11-22 01:00:00,24.6,,23.4,29.9,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,1004.1,100.0,60.0,83.0,10640.0,0.02,0.0,0.22,0.82,1.39,1.48,1.7,346.0,339.0,332.0,310.0,3.8,23.8,23.2,22.6,100.0,0.0,0.0,0.0,23.7,5020.0,145.0,region 2,Fog or ice fog,78
region 3_2025-11-22_01,2025-11-22 01:00:00,25.3,88.0,23.2,30.5,0.0,0.0,0.0,0.0,0.0,3.0,1010.1,997.5,100.0,68.0,77.0,19620.0,0.02,0.0,0.39,0.92,2.26,2.89,4.05,283.0,283.0,284.0,286.0,2.2,25.0,24.4,23.9,100.0,0.0,0.0,0.0,23.8,5090.0,140.0,region 3,Clouds forming,30
region 4_2025-11-22_01,2025-11-22 01:00:00,24.1,84.0,21.2,26.8,0.0,0.0,0.0,0.0,0.0,3.0,1010.2,991.8,100.0,72.0,50.0,24140.0,0.05,0.02,0.48,3.42,6.06,6.99,8.42,249.0,257.0,261.0,266.0,7.6,23.9,23.4,22.9,100.0,0.0,0.0,0.0,22.0,5050.0,310.0,region 4,Clouds forming,25
region 5_2025-11-22_01,2025-11-22 01:00:00,24.9,,23.3,29.9,0.0,0.0,0.0,0.0,0.0,3.0,1009.8,1004.4,,73.0,80.0,24140.0,0.02,0.0,0.28,1.3,2.82,3.85,4.81,274.0,276.0,279.0,282.0,2.7,24.5,24.0,23.4,100.0,0.0,0.0,0.0,23.7,5120.0,205.0,region 5,Clouds forming,30
region 6_2025-11-22_01,2025-11-22 01:00:00,26.0,88.0,23.8,29.9,0.4,0.0,0.4,0.0,0.0,80.0,1009.8,1007.4,100.0,80.0,67.0,19620.0,0.14,0.02,0.4,4.05,4.58,4.8,5.11,303.0,302.0,301.0,301.0,7.2,24.8,24.1,23.2,100.0,0.0,0.0,0.0,24.4,5160.0,265.0,region 6,Thunderstorm no hail,30
region 7_2025-11-22_01,2025-11-22 01:00:00,26.4,89.0,24.4,31.8,0.0,0.0,0.0,0.0,0.0,3.0,1009.9,1002.2,100.0,86.0,60.0,18720.0,0.02,0.0,0.38,,3.18,4.03,4.63,303.0,298.0,300.0,303.0,3.2,26.2,25.7,25.2,100.0,0.0,0.0,,24.9,5160.0,45.0,region 7,Clouds forming,45
region 8_2025-11-22_01,2025-11-22 01:00:00,25.0,87.0,22.7,28.3,0.0,0.0,0.0,0.0,0.0,3.0,1009.7,998.4,100.0,57.0,36.0,24140.0,0.04,0.02,0.41,3.74,6.84,8.02,9.56,236.0,243.0,247.0,254.0,6.5,24.6,24.2,23.8,100.0,0.0,,0.0,23.3,5060.0,415.0,region 8,Clouds forming,15
region 1_2025-11-22_02,2025-11-22 02:00:00,22.3,84.0,19.4,24.8,0.0,0.0,0.0,0.0,0.0,3.0,1010.8,967.7,100.0,71.0,44.0,24140.0,0.03,0.0,0.43,2.09,3.76,4.27,4.78,287.0,287.0,286.0,286.0,4.4,22.4,21.9,21.3,100.0,0.0,0.0,0.0,20.2,5050.0,25.0,region 1,Clouds forming,5
region 2_2025-11-22_02,2025-11-22 02:00:00,24.4,94.0,23.4,29.6,0.0,0.0,0.0,0.0,0.0,3.0,1010.0,1003.6,100.0,65.0,80.0,20520.0,0.01,0.0,0.18,1.02,1.63,1.71,1.84,349.0,349.0,339.0,319.0,3.3,23.6,23.1,22.5,99.0,0.0,0.0,0.0,23.6,5030.0,115.0,region 2,Fog or ice fog,78
region 3_2025-11-22_02,2025-11-22 02:00:00,25.4,86.0,22.9,30.2,0.0,0.0,0.0,0.0,0.0,3.0,1009.5,996.9,100.0,73.0,77.0,24140.0,0.02,0.0,0.45,1.17,2.82,3.67,4.84,290.0,287.0,287.0,288.0,2.2,25.3,24.8,24.1,100.0,0.0,0.0,0.0,23.5,5030.0,130.0,region 3,Clouds forming,35
region 4_2025-11-22_02,2025-11-22 02:00:00,24.2,83.0,21.1,26.8,0.0,0.0,0.0,0.0,0.0,3.0,1009.5,991.1,100.0,74.0,70.0,24140.0,0.05,0.02,0.51,3.35,5.98,6.95,8.41,253.0,260.0,263.0,268.0,7.3,24.0,23.5,23.1,100.0,0.0,0.0,0.0,21.9,5020.0,240.0,region 4,Clouds forming,23
region 5_2025-11-22_02,2025-11-22 02:00:00,24.8,90.0,23.1,29.7,0.0,0.0,0.0,0.0,0.0,3.0,1009.3,1003.9,100.0,73.0,69.0,24140.0,0.02,0.0,0.31,,3.14,4.32,5.51,279.0,279.0,283.0,286.0,2.4,24.5,24.1,23.5,100.0,0.0,0.0,0.0,23.5,5030.0,200.0,region 5,Clouds forming,35
